credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
696,202204,0,1,75,44,600000,75,4.0,SF,2,Other sellers,Other servicers
760,202204,0,1,64,48,550000,64,3.45,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
727,202203,12,1,83,42,122000,83,3.375,CP,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
768,202203,0,2,75,26,450000,75,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
724,202203,25,1,90,39,522000,90,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
795,202203,0,1,80,45,284000,80,3.5,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
744,202203,30,1,95,43,428000,95,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
797,202203,25,1,90,47,437000,90,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
754,202203,30,1,95,39,523000,95,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
775,202203,0,1,75,50,383000,75,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
773,202203,30,1,95,44,474000,95,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
759,202204,25,1,90,44,556000,90,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
742,202204,0,1,80,30,400000,80,3.375,PU,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
784,202204,0,1,53,36,385000,53,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
720,202204,0,1,80,49,316000,80,3.5,CO,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
750,202203,30,1,94,49,679000,94,3.625,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
736,202204,25,1,90,31,657000,90,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
795,202204,0,1,95,38,261000,95,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
725,202204,0,1,79,49,375000,79,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
746,202204,0,1,80,49,480000,80,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
740,202204,25,1,87,37,480000,87,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
797,202204,25,1,90,49,482000,90,3.625,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
697,202204,0,1,80,38,408000,80,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
708,202204,25,1,90,28,547000,90,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
708,202204,12,1,85,43,425000,85,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
699,202203,0,1,79,46,418000,79,3.875,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
679,202203,30,1,95,41,432000,95,3.875,SF,3,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
782,202203,30,1,91,29,476000,91,3.75,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
776,202204,25,1,90,38,612000,90,3.75,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
739,202204,25,1,90,49,495000,90,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
748,202204,25,1,90,29,382000,90,3.875,CO,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
740,202204,25,1,90,46,522000,90,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
789,202204,0,1,80,48,396000,80,3.75,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
757,202203,0,1,80,30,160000,80,3.25,CP,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
788,202204,30,1,95,30,532000,95,4.346,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
811,202204,0,1,65,50,500000,65,3.375,SF,1,Other sellers,Other servicers
764,202204,30,1,95,47,442000,95,3.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
809,202204,25,1,90,31,525000,90,3.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
752,202204,30,1,90,41,383000,90,3.7,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
778,202204,0,1,80,47,542000,80,3.875,SF,4,"FLAGSTAR BANK, FSB",Other servicers
755,202203,30,1,95,47,575000,95,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
772,202203,25,1,87,30,971000,87,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
738,202204,30,1,93,23,435000,93,3.125,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
790,202203,0,1,50,44,425000,50,3.25,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202204,12,1,85,40,459000,85,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
739,202203,0,1,80,34,428000,80,3.25,PU,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
790,202204,0,1,74,22,550000,74,3.25,CO,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
798,202204,12,1,85,18,502000,85,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
767,202203,25,1,86,35,378000,86,3.125,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
773,202203,0,1,80,30,496000,80,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
725,202203,0,1,85,32,425000,85,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
778,202203,0,1,80,30,503000,80,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
741,202203,30,1,95,35,546000,95,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
703,202203,25,1,90,33,833000,90,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
761,202204,0,1,75,42,469000,75,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
768,202204,0,1,80,43,548000,80,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
754,202204,0,1,75,46,510000,75,3.25,CO,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
772,202203,12,1,85,41,408000,85,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
769,202204,0,2,80,41,740000,80,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
758,202204,12,1,84,31,647000,84,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
741,202204,0,1,80,47,496000,80,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
713,202204,25,1,90,25,540000,90,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
786,202204,25,1,89,43,372000,89,3.352,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
765,202204,0,1,80,31,532000,80,2.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
773,202204,0,1,75,42,825000,75,2.875,SF,1,Other sellers,Other servicers
717,202204,0,1,80,50,440000,80,3.375,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
779,202203,25,1,90,26,486000,90,3.25,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
751,202203,30,1,93,50,624000,93,3.375,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
719,202203,30,1,95,43,409000,95,3.75,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
658,202204,30,1,95,32,618000,95,3.875,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
769,202204,0,1,75,36,351000,75,2.875,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
746,202204,30,1,95,30,580000,95,2.75,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
792,202204,0,1,35,50,500000,35,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
783,202204,0,1,51,48,400000,51,2.99,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
777,202204,25,1,90,30,441000,90,3.0,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
747,202204,25,1,90,25,549000,90,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
763,202204,0,1,80,48,564000,80,2.99,SF,3,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
712,202204,0,1,80,33,336000,80,3.95,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
799,202204,0,1,80,47,548000,80,2.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202204,0,1,80,15,736000,80,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202204,0,1,80,49,560000,80,3.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
784,202204,0,1,80,23,684000,80,3.125,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
772,202204,25,1,90,38,567000,90,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
693,202204,25,1,95,50,413000,95,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
770,202204,0,1,80,43,390000,80,3.375,SF,3,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
797,202204,25,1,90,42,522000,90,3.125,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
690,202204,25,1,90,46,828000,90,3.875,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
706,202204,0,2,80,46,329000,80,3.625,SF,1,Other sellers,PHH MORTGAGE CORPORATION
766,202204,0,1,80,21,352000,80,3.375,SF,2,NEWREZ LLC,NEWREZ LLC
781,202204,30,1,94,32,460000,94,3.25,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
797,202204,30,1,95,34,513000,95,3.375,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
642,202204,0,1,80,45,500000,80,4.125,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
726,202204,25,1,90,27,275000,90,3.875,CO,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
748,202204,25,1,90,41,547000,90,3.75,SF,3,Other sellers,Other servicers
728,202204,30,1,95,40,489000,95,3.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
666,202204,0,1,80,44,138000,80,3.625,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
802,202204,0,1,80,35,716000,80,2.75,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
754,202203,30,1,92,38,483000,92,3.25,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
736,202203,0,1,80,42,416000,80,3.25,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
741,202204,0,1,80,49,525000,80,3.5,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
773,202204,0,1,60,46,287000,60,3.5,SF,2,Other sellers,Other servicers
806,202203,0,1,46,47,145000,46,3.0,CO,1,U.S. BANK N.A.,U.S. BANK N.A.
782,202204,30,1,95,38,406000,95,3.375,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
789,202204,30,1,95,36,390000,95,3.5,SF,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
731,202204,25,1,90,33,558000,90,2.875,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
728,202204,0,1,57,44,300000,57,4.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
688,202204,30,1,95,41,542000,95,3.99,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
705,202203,25,1,95,39,318000,95,3.25,SF,1,PENNYMAC CORP.,PENNYMAC CORP.
775,202204,16,1,95,47,418000,95,2.75,SF,1,Other sellers,Other servicers
774,202204,30,1,95,38,523000,95,3.0,SF,1,Other sellers,Other servicers
760,202204,0,1,81,39,162000,81,2.875,SF,2,Other sellers,Other servicers
724,202203,25,1,90,45,334000,90,3.25,CO,2,Other sellers,Other servicers
763,202204,0,1,80,48,350000,80,3.5,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
785,202203,0,1,80,41,521000,80,3.125,SF,2,Other sellers,Other servicers
796,202203,0,1,80,42,407000,80,3.25,SF,1,Other sellers,Other servicers
673,202204,0,1,80,41,508000,80,4.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
809,202204,0,1,70,33,262000,70,4.45,CP,1,Other sellers,Other servicers
782,202205,25,1,90,35,445000,90,3.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
762,202204,0,2,66,45,573000,66,3.19,SF,2,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
793,202204,12,1,85,45,408000,85,3.49,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
675,202204,25,1,90,43,405000,90,3.99,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
789,202204,0,1,80,48,330000,80,3.25,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
797,202204,0,1,60,28,400000,60,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
688,202204,0,1,80,29,440000,80,3.375,SF,2,Other sellers,Other servicers
759,202204,25,1,90,44,459000,90,3.75,PU,1,HOME POINT FINANCIAL CORPORATION,Other servicers
751,202204,25,1,90,44,302000,90,3.75,CO,1,HOME POINT FINANCIAL CORPORATION,Other servicers
775,202204,30,1,94,23,445000,94,3.625,SF,1,HOME POINT FINANCIAL CORPORATION,Other servicers
722,202204,0,1,80,50,652000,80,3.25,SF,2,HOME POINT FINANCIAL CORPORATION,Other servicers
714,202204,0,1,70,39,395000,70,3.125,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
723,202204,30,1,95,38,575000,95,2.99,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
789,202205,25,1,90,50,304000,90,3.5,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202205,25,1,90,44,513000,90,3.875,SF,2,Other sellers,Other servicers
785,202205,0,1,28,29,100000,28,3.125,SF,1,Other sellers,Other servicers
768,202205,25,1,90,47,425000,90,3.625,SF,2,"ROCKET MORTGAGE, LLC",ONSLOW BAY FINANCIAL LLC
751,202205,30,1,95,36,409000,95,3.625,SF,1,Other sellers,Other servicers
710,202205,0,1,85,33,392000,85,3.375,SF,2,Other sellers,Other servicers
732,202205,0,1,80,46,520000,80,3.875,SF,1,Other sellers,Other servicers
771,202204,0,1,80,47,832000,80,3.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
759,202204,35,1,97,40,563000,97,3.25,SF,2,Other sellers,Other servicers
797,202204,0,1,80,44,439000,80,3.125,SF,1,Other sellers,Other servicers
719,202203,30,1,95,43,428000,95,3.875,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
804,202205,0,1,80,50,520000,80,3.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
771,202204,12,1,85,41,383000,85,3.5,SF,1,Other sellers,Other servicers
796,202204,0,1,87,29,643000,87,3.625,SF,1,Other sellers,Other servicers
731,202205,25,1,90,38,585000,90,3.875,SF,2,Other sellers,Other servicers
755,202204,30,1,95,40,679000,95,3.5,SF,2,PENNYMAC CORP.,PENNYMAC CORP.
760,202204,35,1,97,36,543000,97,3.55,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
682,202204,25,1,90,45,477000,90,3.5,SF,1,Other sellers,PHH MORTGAGE CORPORATION
770,202205,35,1,97,36,551000,97,3.875,PU,1,Other sellers,Other servicers
782,202204,0,1,80,49,550000,80,3.69,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
779,202204,25,1,90,46,450000,90,3.875,SF,2,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
793,202204,0,1,80,39,596000,80,3.875,SF,2,NEWREZ LLC,NEWREZ LLC
805,202205,0,1,80,19,628000,80,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
751,202204,0,1,75,31,562000,75,3.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
753,202204,30,1,92,13,580000,92,3.625,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
730,202205,0,1,80,27,520000,80,3.25,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
802,202205,0,1,48,50,400000,48,3.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
701,202204,25,1,90,50,450000,90,3.75,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
800,202205,25,1,90,36,558000,90,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
766,202204,30,1,95,33,588000,95,3.75,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
726,202204,0,1,80,48,519000,80,3.625,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
785,202204,30,1,95,49,572000,95,3.5,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
690,202205,0,1,75,42,398000,75,4.25,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
764,202204,30,1,95,22,555000,95,3.875,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
784,202204,30,1,92,35,440000,92,4.125,SF,1,"FLAGSTAR BANK, FSB",Other servicers
783,202204,0,1,80,49,502000,80,3.875,SF,2,"FLAGSTAR BANK, FSB",Other servicers
771,202205,30,1,95,40,608000,95,3.125,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
771,202204,25,1,90,43,547000,90,3.5,SF,2,"FLAGSTAR BANK, FSB",Other servicers
698,202204,0,1,80,43,316000,80,3.625,SF,1,"FLAGSTAR BANK, FSB",Other servicers
722,202204,0,1,80,42,647000,80,3.625,SF,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
759,202204,0,1,80,18,536000,80,3.25,SF,2,NEWREZ LLC,NEWREZ LLC
727,202204,0,1,75,13,675000,75,3.625,SF,4,NEWREZ LLC,NEWREZ LLC
661,202204,0,1,60,34,564000,60,3.375,SF,1,Other sellers,Other servicers
713,202205,25,1,88,44,554000,88,3.375,SF,2,Other sellers,Other servicers
672,202204,25,1,90,43,468000,90,3.75,SF,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
732,202205,0,1,80,47,344000,80,3.75,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
800,202204,25,1,90,32,598000,90,3.375,SF,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
744,202205,30,1,95,42,366000,95,3.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
717,202205,30,1,95,44,466000,95,3.875,SF,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
693,202205,0,1,55,43,235000,55,3.375,CO,1,Other sellers,Other servicers
647,202204,25,1,90,43,333000,90,4.375,SF,2,Other sellers,Other servicers
763,202204,0,1,80,29,652000,80,3.65,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
726,202203,30,1,95,29,664000,95,3.5,SF,1,Other sellers,Other servicers
699,202205,30,1,95,31,432000,95,4.5,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC"
705,202205,30,1,95,34,447000,95,3.85,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
747,202205,30,1,95,40,436000,95,3.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
738,202204,25,1,90,45,540000,90,3.375,SF,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC."
658,202204,25,1,90,40,545000,90,4.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
699,202204,0,1,80,27,458000,80,4.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
684,202204,0,1,75,48,611000,75,4.375,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
671,202204,25,1,90,22,890000,90,3.75,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
668,202204,0,1,64,37,950000,64,3.125,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
782,202204,30,1,95,30,347000,95,4.25,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
687,202205,0,1,44,35,600000,44,3.25,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
786,202205,0,1,80,37,448000,80,2.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
773,202205,0,2,68,50,900000,68,3.0,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
741,202205,0,2,80,44,560000,80,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
692,202205,30,1,95,32,613000,95,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
739,202205,25,1,92,42,709000,92,2.875,SF,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
745,202204,25,1,90,49,140000,90,3.125,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
648,202204,12,1,83,43,206000,83,4.375,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
772,202204,30,1,95,45,594000,95,4.125,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
734,202204,30,1,95,35,456000,95,3.75,SF,1,NEWREZ LLC,NEWREZ LLC
770,202204,25,1,90,41,626000,90,4.0,SF,1,NEWREZ LLC,NEWREZ LLC
764,202205,0,1,75,22,875000,75,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202205,0,1,59,32,820000,59,2.75,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
708,202205,0,1,68,50,620000,68,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
733,202205,25,1,90,30,256000,90,3.75,CO,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
702,202205,0,1,75,26,300000,75,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
689,202205,30,1,95,42,447000,95,3.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
794,202205,0,1,80,37,308000,80,3.875,CO,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
653,202205,0,1,95,30,304000,95,3.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
684,202205,12,1,85,27,251000,85,3.875,CO,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202205,30,1,95,35,475000,95,3.125,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
794,202205,12,1,85,31,395000,85,3.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
792,202205,25,1,90,40,473000,90,3.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
767,202205,30,1,95,38,600000,95,3.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
