credit_score,first_payment_date,mortgage_insurance_percentage,number_of_units,original_combined_loan_to_value,original_debt_to_income_ratio,original_upb,original_loan_to_value,original_interest_rate,property_type,number_of_borrowers,seller_name,servicer_name
733,202204,35,1,97,39,470000,97,4.375,SF,1,"FLAGSTAR BANK, FSB",Other servicers
747,202204,30,1,95,42,475000,95,3.875,SF,2,"FLAGSTAR BANK, FSB",Other servicers
702,202205,12,1,85,45,535000,85,3.75,SF,2,"FLAGSTAR BANK, FSB",Other servicers
747,202205,0,1,80,39,452000,80,3.5,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
785,202204,30,1,95,39,817000,95,3.5,SF,1,Other sellers,Other servicers
725,202205,12,2,85,50,714000,85,3.851,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
784,202205,0,1,43,29,360000,43,3.375,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
804,202205,25,1,86,49,449000,86,3.25,SF,1,Other sellers,Other servicers
706,202205,0,1,78,48,378000,78,3.5,SF,3,Other sellers,Other servicers
807,202205,0,2,60,42,365000,60,3.5,SF,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
729,202205,30,1,95,42,385000,95,4.125,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
769,202205,30,1,95,34,461000,95,3.625,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
726,202204,0,1,90,43,729000,90,4.125,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
733,202205,12,1,85,44,285000,85,3.725,CO,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
765,202205,30,1,95,39,542000,95,3.75,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
682,202205,30,1,95,42,437000,95,3.875,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
721,202205,30,1,95,35,508000,95,3.5,SF,1,Other sellers,Other servicers
768,202205,0,1,80,45,444000,80,3.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
778,202205,12,1,85,46,480000,85,3.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
759,202205,0,1,79,47,452000,79,3.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
728,202205,12,2,85,40,765000,85,3.75,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
712,202204,0,1,80,46,383000,80,3.125,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
803,202204,0,4,80,40,1320000,80,3.99,SF,1,U.S. BANK N.A.,U.S. BANK N.A.
797,202204,0,1,80,31,480000,80,3.375,CO,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
753,202204,30,1,95,35,540000,95,3.375,SF,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC"
694,202205,0,1,59,45,800000,59,3.375,SF,3,Other sellers,Other servicers
781,202205,30,1,95,43,409000,95,4.25,SF,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
798,202205,0,1,80,40,440000,80,3.5,SF,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
779,202205,0,1,80,39,440000,80,3.5,SF,2,NEWREZ LLC,NEWREZ LLC
779,202205,30,1,95,28,371000,95,3.875,SF,1,NEWREZ LLC,NEW RESIDENTIAL MORTGAGE LLC
680,202205,25,1,90,23,770000,90,3.875,SF,1,NEWREZ LLC,NEWREZ LLC
684,202205,25,1,86,49,535000,86,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
695,202205,25,1,90,23,647000,90,3.75,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
786,202205,12,1,85,50,574000,85,3.25,SF,2,Other sellers,Other servicers
749,202205,30,1,95,41,428000,95,3.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
700,202205,25,1,90,45,481000,90,4.375,SF,1,"FLAGSTAR BANK, FSB",Other servicers
798,202205,30,1,95,41,504000,95,3.875,SF,2,"FLAGSTAR BANK, FSB",Other servicers
749,202204,30,1,95,45,532000,95,3.625,SF,1,"FLAGSTAR BANK, FSB",Other servicers
756,202204,0,1,75,23,530000,75,3.125,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
804,202204,0,1,66,48,500000,66,3.125,CO,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
747,202203,0,1,80,33,488000,80,3.125,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
757,202204,0,1,62,50,330000,62,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
773,202204,0,1,80,29,438000,80,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
691,202205,0,1,80,45,616000,80,3.75,SF,1,HOME POINT FINANCIAL CORPORATION,Other servicers
736,202205,0,1,80,31,400000,80,3.99,SF,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION
776,202204,25,1,90,27,315000,90,3.99,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
762,202205,30,1,95,50,505000,95,3.875,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
794,202205,30,1,92,39,640000,92,3.879,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
744,202205,25,1,90,38,372000,90,4.0,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
698,202205,12,1,84,38,455000,84,3.99,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
816,202205,0,1,74,25,323000,74,3.75,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
691,202203,0,1,80,42,616000,80,3.375,SF,2,Other sellers,Other servicers
777,202203,25,1,90,44,425000,90,3.0,SF,1,Other sellers,Other servicers
651,202205,0,1,80,40,380000,80,4.375,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
785,202205,30,1,94,36,131000,94,3.5,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
718,202205,25,1,90,42,815000,90,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
712,202205,30,1,95,43,342000,95,3.99,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
794,202205,0,1,80,18,292000,80,3.625,CP,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
698,202205,0,1,49,44,370000,49,3.875,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
726,202205,0,1,80,28,572000,80,3.875,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
724,202205,25,1,90,35,527000,90,3.875,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
665,202205,0,1,24,49,200000,24,3.875,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
778,202205,30,1,95,34,846000,95,3.875,SF,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
776,202205,30,1,95,34,413000,95,3.875,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
691,202205,30,1,92,40,647000,92,4.0,SF,3,HOME POINT FINANCIAL CORPORATION,Other servicers
790,202205,0,1,80,41,596000,80,3.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
764,202205,0,1,80,50,728000,80,3.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
730,202204,0,1,58,48,318000,58,3.0,SF,2,"GUARANTEED RATE, INC.",Other servicers
656,202205,0,1,75,38,938000,75,4.375,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
638,202205,0,1,70,31,325000,70,3.75,SF,1,NEWREZ LLC,NEWREZ LLC
707,202205,0,1,55,34,470000,55,4.0,SF,1,Other sellers,Other servicers
689,202205,30,1,95,39,489000,95,3.5,SF,2,"FLAGSTAR BANK, FSB",Other servicers
731,202205,25,1,90,42,473000,90,4.0,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
693,202205,12,1,85,41,459000,85,4.375,SF,1,"FLAGSTAR BANK, FSB",Other servicers
707,202205,30,1,95,41,546000,95,4.375,SF,2,"FLAGSTAR BANK, FSB",Other servicers
750,202205,30,1,95,44,423000,95,3.49,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
762,202205,0,2,75,37,608000,75,3.25,SF,3,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
712,202205,0,1,80,34,624000,80,3.875,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
728,202205,0,1,81,50,309000,81,3.875,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
787,202205,12,1,83,26,228000,83,3.625,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
792,202205,0,1,40,50,310000,40,3.5,SF,1,Other sellers,Other servicers
652,202205,30,1,93,33,595000,93,4.375,SF,2,Other sellers,Other servicers
770,202205,30,1,95,29,617000,95,3.625,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
742,202205,0,1,71,49,316000,71,4.0,SF,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
754,202205,25,1,90,34,464000,90,3.99,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
790,202205,0,1,50,33,575000,50,2.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
656,202205,12,1,90,49,340000,90,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
726,202205,12,1,85,41,582000,85,3.875,SF,2,Other sellers,Other servicers
720,202205,30,1,95,48,570000,95,4.625,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
702,202205,0,1,87,42,562000,87,3.75,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
763,202205,0,1,80,23,971000,80,2.875,SF,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
730,202205,0,1,75,49,514000,75,4.25,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
733,202204,25,1,90,34,234000,90,3.99,CO,2,Other sellers,Other servicers
771,202205,0,1,80,44,312000,80,3.625,CP,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
697,202204,0,1,74,43,370000,74,3.5,SF,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
686,202205,0,1,80,39,492000,80,3.99,SF,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
790,202205,0,1,80,49,484000,80,3.99,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
727,202205,30,1,93,43,539000,93,3.25,SF,2,Other sellers,Other servicers
735,202205,30,1,95,42,276000,95,3.99,SF,1,Other sellers,Other servicers
732,202205,0,1,80,46,420000,80,4.25,SF,1,Other sellers,Other servicers
763,202205,30,1,95,39,394000,95,3.999,SF,1,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
693,202205,0,1,64,40,616000,64,3.75,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
676,202205,30,1,95,38,580000,95,3.49,SF,2,Other sellers,Other servicers
790,202205,25,1,90,50,540000,90,3.625,SF,2,Other sellers,Other servicers
802,202205,25,1,90,49,358000,90,3.99,CO,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
756,202204,30,1,95,47,352000,95,3.125,SF,2,NEWREZ LLC,NEWREZ LLC
727,202204,25,1,90,44,471000,90,3.875,SF,2,NEWREZ LLC,NEWREZ LLC
718,202205,12,1,85,41,622000,85,3.75,SF,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
745,202205,25,1,90,33,261000,90,3.875,CP,2,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
789,202205,25,1,87,25,520000,87,3.875,SF,3,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
810,202205,0,1,80,25,199000,80,3.375,CP,1,Other sellers,Other servicers
723,202205,0,1,80,49,456000,80,4.25,SF,2,Other sellers,Other servicers
723,202205,25,1,90,47,738000,90,4.125,SF,2,Other sellers,Other servicers
804,202205,0,1,80,39,400000,80,3.875,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
777,202205,30,1,95,26,485000,95,3.75,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
742,202205,30,1,95,23,451000,95,3.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
637,202205,0,1,49,27,175000,49,3.5,CO,1,"CITIZENS BANK, NA","CITIZENS BANK, NA"
756,202204,0,1,80,26,608000,80,3.125,SF,2,"GUARANTEED RATE, INC.",Other servicers
719,202205,12,1,85,34,434000,85,4.25,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
762,202205,30,1,95,44,430000,95,4.5,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
739,202205,0,1,75,25,509000,75,2.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
725,202205,12,1,82,27,580000,82,3.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
794,202205,25,1,90,31,477000,90,3.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
797,202204,30,1,95,48,461000,95,3.75,SF,1,"FLAGSTAR BANK, FSB",Other servicers
727,202204,25,1,90,46,351000,90,3.875,SF,1,"FLAGSTAR BANK, FSB",Other servicers
746,202205,30,1,95,33,212000,95,4.5,SF,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
755,202205,12,1,85,41,590000,85,3.625,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
721,202205,30,1,95,36,301000,95,4.0,SF,2,"CITIZENS BANK, NA","CITIZENS BANK, NA"
747,202204,30,1,95,46,579000,95,3.5,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
798,202204,12,1,85,31,608000,85,3.5,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
760,202204,0,1,80,48,647000,80,3.625,SF,2,U.S. BANK N.A.,U.S. BANK N.A.
775,202205,25,1,88,41,435000,88,3.99,SF,1,Other sellers,Other servicers
796,202205,12,1,85,38,450000,85,4.0,CO,2,Other sellers,Other servicers
779,202205,25,1,90,31,414000,90,3.99,SF,1,Other sellers,Other servicers
720,202205,0,1,80,44,542000,80,3.625,SF,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
667,202205,0,1,78,42,360000,78,4.25,SF,1,Other sellers,Other servicers
784,202205,0,1,80,26,840000,80,3.625,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
680,202204,25,1,90,47,515000,90,4.25,SF,4,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
812,202205,0,1,80,30,468000,80,4.169,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
737,202205,30,1,95,36,274000,95,4.25,SF,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
797,202205,30,1,95,35,713000,95,4.125,SF,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC"
774,202205,25,1,90,45,419000,90,4.25,SF,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC"
647,202205,25,1,90,43,585000,90,4.25,SF,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
814,202205,0,1,80,38,164000,80,3.75,CP,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
787,202205,30,1,93,50,523000,93,3.75,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
789,202205,25,1,90,36,518000,90,3.75,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
780,202204,0,1,80,37,440000,80,4.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
759,202205,0,1,80,28,464000,80,4.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
768,202205,0,1,80,50,448000,80,4.25,PU,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
753,202205,0,1,80,50,480000,80,4.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
706,202204,0,1,80,49,604000,80,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
758,202204,35,1,97,32,514000,97,3.75,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
790,202204,25,1,90,25,572000,90,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
787,202204,25,1,90,19,761000,90,3.75,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
765,202204,25,1,90,45,378000,90,3.875,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
679,202204,0,1,80,50,392000,80,4.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
788,202205,30,1,94,37,647000,94,3.875,CO,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
764,202205,0,1,80,28,590000,80,3.875,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
713,202205,0,1,80,42,512000,80,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
783,202205,25,1,90,31,647000,90,3.75,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
740,202205,12,1,85,42,506000,85,4.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
782,202205,0,1,57,36,425000,57,3.75,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
687,202204,0,1,80,42,440000,80,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
763,202205,0,1,80,49,342000,80,3.75,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
784,202205,30,1,95,36,571000,95,3.75,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
742,202205,0,1,80,46,376000,80,3.75,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
723,202205,0,1,75,45,549000,75,3.75,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
698,202205,25,1,87,45,538000,87,4.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
738,202205,25,1,90,39,558000,90,3.875,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
802,202205,12,1,85,40,442000,85,3.875,SF,1,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
753,202205,30,1,95,45,694000,95,4.5,SF,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER
759,202205,0,1,51,17,750000,51,2.625,PU,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
664,202205,30,1,95,38,556000,95,3.99,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
734,202205,30,1,95,30,537000,95,3.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
742,202205,30,1,95,43,485000,95,4.0,SF,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
777,202205,0,1,66,23,375000,66,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202205,0,1,72,22,530000,72,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
759,202204,30,1,95,44,618000,95,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
734,202205,30,1,91,27,485000,91,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
705,202204,25,1,90,36,486000,90,3.5,PU,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
786,202204,30,1,95,41,409000,95,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
703,202204,0,1,67,40,500000,67,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
773,202203,30,1,95,50,499000,95,3.625,SF,2,"WELLS FARGO BANK, N.A.",NATIONSTAR MORTGAGE LLC DBA MR. COOPER
689,202204,25,1,90,31,629000,90,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
741,202204,12,1,82,45,498000,82,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
766,202205,0,1,80,44,460000,80,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
797,202205,30,1,95,40,594000,95,3.375,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
806,202205,0,1,65,47,370000,65,3.25,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
791,202205,0,1,80,44,567000,80,3.5,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
702,202204,25,1,90,44,954000,90,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
794,202205,0,1,62,35,350000,62,3.5,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
743,202205,0,1,53,47,309000,53,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
724,202205,0,1,80,37,576000,80,3.25,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
726,202205,0,1,65,50,625000,65,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
782,202205,30,1,95,42,513000,95,3.5,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
787,202205,0,1,50,44,225000,50,3.49,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
731,202205,30,1,95,44,466000,95,3.25,SF,3,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
759,202205,25,1,90,23,531000,90,3.375,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
727,202205,12,1,83,44,392000,83,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
753,202205,0,1,80,39,484000,80,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
782,202205,0,1,80,48,640000,80,3.625,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
754,202205,0,1,75,42,454000,75,3.5,SF,1,"CALIBER HOME LOANS, INC.","CALIBER HOME LOANS, INC."
730,202205,0,1,75,40,435000,75,3.625,SF,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC"
727,202205,0,1,80,28,576000,80,3.375,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
793,202205,30,1,92,17,535000,92,2.875,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
803,202205,25,1,90,45,449000,90,3.99,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
716,202205,0,1,80,44,240000,80,4.25,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
788,202205,25,1,90,49,594000,90,3.625,SF,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
799,202205,0,1,65,18,579000,65,3.875,SF,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
725,202204,25,1,90,20,563000,90,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
760,202204,0,1,78,29,510000,78,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
755,202205,0,1,80,16,520000,80,3.125,SF,2,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
760,202205,0,1,75,43,452000,75,3.0,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
756,202205,30,1,95,40,304000,95,3.125,SF,1,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
731,202205,30,1,95,30,418000,95,3.999,SF,2,"UNITED WHOLESALE MORTGAGE, LLC",MATRIX FINANCIAL SERVICES CORPORATION
789,202205,0,1,70,39,438000,70,3.625,CO,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC"
671,202205,30,1,95,36,480000,95,4.125,SF,2,Other sellers,Other servicers
738,202205,35,1,97,43,364000,97,4.375,SF,2,Other sellers,Other servicers
